tweet_id,retweet_count,like_count
834574053763584002,2347,12992
834477809192075265,9931,0
834458053273591808,1567,9164
834209720923721728,4414,19539
834167344700198914,3428,15085
834089966724603904,2003,9586
834086379323871233,2063,12440
833863086058651648,2245,12825
833826103416520705,3538,17326
833732339549220864,210,0
833722901757046785,3040,19978
833479644947025920,1914,14227
833124694597443584,4522,19304
832998151111966721,2055,12629
832769181346996225,38,0
832757312314028032,3383,16096
832682457690300417,2712,11310
832645525019123713,494,2787
832636094638288896,2603,15128
832397543355072512,2069,11424
832369877331693569,2984,16374
832273440279240704,2182,10843
832215909146226688,5821,0
832215726631055365,8717,0
832088576586297345,2,61
832040443403784192,8971,0
832032802820481025,4370,17038
831939777352105988,5747,22833
831926988323639298,34,324
831911600680497154,6078,26246
831670449226514432,1711,9953
831650051525054464,1814,6797
831552930092285952,2193,8582
831322785565769729,1467,8893
831315979191906304,1049,6264
831309418084069378,2306,11278
831262627380748289,1922,11351
830956169170665475,1399,7633
830583320585068544,15673,63483
830173239259324417,5330,0
830097400375152640,2755,9307
829878982036299777,4675,0
829861396166877184,1812,11710
829501995190984704,9931,30337
829449946868879360,1891,10010
829449946868879360,1891,10010
829141528400556032,6876,23241
829011960981237760,15370,51010
828801551087042563,3215,0
828770345708580865,5493,24465
828708714936930305,10510,34822
828650029636317184,1260,9107
828409743546925057,1096,6112
828408677031882754,1205,7367
828381636999917570,2089,12057
828376505180889089,1002,7090
828372645993398273,2765,12060
828361771580813312,166,2097
828046555563323392,2702,11219
828011680017821696,2025,9922
827933404142436356,4916,19148
827653905312006145,2835,14824
827600520311402496,876,7163
827324948884643840,2851,15181
827324948884643840,2851,15181
827199976799354881,2091,10145
826958653328592898,4675,20618
826848821049180160,9503,34552
826615380357632002,3747,0
826598799820865537,233,4931
826598365270007810,2207,9577
826476773533745153,3960,17601
826240494070030336,2447,12714
826204788643753985,865,4677
826115272272650244,2923,14955
825876512159186944,1752,10057
825829644528148480,2363,12222
825535076884762624,16637,54758
825147591692263424,4256,17523
825120256414846976,1180,0
825026590719483904,1180,5997
824796380199809024,5182,0
824775126675836928,3319,14297
824663926340194305,1668,10073
824325613288833024,10055,11336
824297048279236611,3633,14427
824025158776213504,570,4643
823939628516474880,2572,10217
823719002937630720,10521,0
823699002998870016,2370,13411
823581115634085888,2475,12461
823333489516937216,21,671
823322678127919110,3782,15052
823269594223824897,9353,0
822975315408461824,3249,16613
822872901745569793,40596,125875
822859134160621569,2139,12650
822647212903690241,6033,0
822610361945911296,2775,14178
822489057087389700,6033,17374
822462944365645825,13387,26674
822244816520155136,9353,33553
822163064745328640,4462,0
821886076407029760,2171,10836
821813639212650496,3165,0
821765923262631936,1575,8031
821522889702862852,1650,7686
821421320206483457,5223,0
821407182352777218,4060,11243
821153421864615936,9,238
821149554670182400,1846,8234
821107785811234820,2001,9204
821044531881721856,2155,12141
820837357901512704,6340,0
820749716845686786,9354,30260
820690176645140481,3047,11747
820494788566847489,531,0
820446719150292993,2429,0
820314633777061888,531,3222
820078625395449857,5895,18931
820013781606658049,1097,0
819952236453363712,1097,5105
819924195358416896,4606,12407
819711362133872643,2921,12819
819588359383371776,1894,9291
819347104292290561,1131,6952
819238181065359361,387,2169
819227688460238848,6340,22101
819015337530290176,35076,0
819015331746349057,18051,0
819006400881917954,18051,43608
819004803107983360,35076,83773
818646164899774465,19767,0
818627210458333184,7166,21542
818614493328580609,2383,9452
818588835076603904,5772,0
818536468981415936,2309,10421
818307523543449600,7583,0
818259473185828864,2122,10567
818145370475810820,2408,11775
817908911860748288,753,4664
817827839487737858,25533,49327
817777686764523521,2550,10361
817536400337801217,2766,11285
817502432452313088,3201,0
817423860136083457,13809,32322
817415592588222464,902,5377
817181837579653120,7997,0
817171292965273600,1906,8420
817120970343411712,2456,11711
817056546584727552,1547,8259
816829038950027264,4455,0
816816676327063552,1916,9625
816697700272001025,2078,9395
816450570814898180,7583,29107
816336735214911488,1828,8271
816091915477250048,2011,8596
816062466425819140,957,0
816014286006976512,4953,0
815990720817401858,957,4748
815966073409433600,7997,21470
815745968457060357,3923,0
815736392542261248,2150,9447
815639385530101762,1569,7926
815390420867969024,3623,9950
814986499976527872,1201,7369
814638523311648768,2553,10859
814578408554463233,5540,0
814530161257443328,1753,8319
814153002265309185,8220,27660
813944609378369540,3009,0
813910438903693312,1763,8977
813812741911748608,13240,35069
813800681631023104,1671,8006
813217897535406080,6944,17924
813202720496779264,1733,8905
813187593374461952,4116,19131
813172488309972993,1835,8934
813157409116065792,2091,7474
813142292504645637,2277,8200
813130366689148928,425,4335
813127251579564032,2956,11378
813112105746448384,2600,9934
813096984823349248,3446,10185
813081950185472002,2642,9557
813066809284972545,1864,7657
813051746834595840,6976,20206
812781120811126785,1805,7253
812781120811126785,1805,7253
812709060537683968,1372,6379
812503143955202048,1167,5841
812466873996607488,1827,7682
812372279581671427,3485,13132
811985624773361665,1331,7016
811744202451197953,1509,7271
811647686436880384,700,5386
811627233043480576,2906,12250
811386762094317568,6070,20133
810984652412424192,1356,5130
810896069567610880,1668,8671
810657578271330305,2508,10569
810284430598270976,10666,33854
810254108431155201,3215,14177
809920764300447744,3747,15009
809808892968534016,4662,0
809448704142938112,1394,6712
809220051211603969,5330,19173
809084759137812480,3360,12746
808838249661788160,2907,9785
808733504066486276,2058,7614
808501579447930884,2483,10926
808344865868283904,19767,40798
808134635716833280,5611,0
808106460588765185,2096,8527
808001312164028416,3361,12055
807621403335917568,3447,14069
807106840509214720,52538,113367
807059379405148160,6988,0
807010152071229440,3694,12683
806629075125202948,32899,71660
806620845233815552,5231,0
806576416489959424,1857,4723
806542213899489280,2249,9864
806242860592926720,11055,0
806219024703037440,1149,6230
805958939288408065,5099,0
805932879469572096,1832,8007
805826884734976000,1741,6347
805823200554876929,7601,0
805520635690676224,1579,5564
805487436403003392,2410,8481
805207613751304193,1644,7591
804738756058218496,3651,13185
804475857670639616,1923,5936
804413760345620481,3065,0
804026241225523202,15287,42732
803773340896923648,2611,9694
803692223237865472,7056,0
803638050916102144,3951,10540
803380650405482500,1791,7502
803321560782307329,5044,0
803276597545603072,2327,9681
802952499103731712,1906,8711
802624713319034886,2768,0
802600418706604034,1397,6871
802572683846291456,2403,8657
802323869084381190,5580,15591
802265048156610565,1317,6713
802265048156610565,1317,6713
802239329049477120,2504,8788
802185808107208704,258,0
801958328846974976,1619,7479
801854953262350336,222,1748
801538201127157760,1986,7945
801285448605831168,784,5836
801167903437357056,5611,23531
801127390143516673,3770,0
801115127852503040,2006,7791
800859414831898624,91,656
800855607700029440,1531,0
800751577355128832,2668,10243
800513324630806528,2864,12701
800459316964663297,2086,9180
800443802682937345,4099,0
800388270626521089,2661,10762
800188575492947969,3764,0
800141422401830912,2429,14736
800018252395122689,12506,27278
799774291445383169,4440,0
799757965289017345,2041,8095
799422933579902976,1830,7802
799308762079035393,5175,0
799297110730567681,2610,9520
799063482566066176,2379,7810
798933969379225600,4233,12611
798925684722855936,1381,7272
798705661114773508,6322,0
798701998996647937,7377,0
798697898615730177,6192,0
798694562394996736,4730,0
798686750113755136,2212,0
798682547630837760,4506,0
798673117451325440,5306,0
798665375516884993,3731,0
798644042770751489,1766,0
798628517273620480,1886,0
798585098161549313,5379,0
798576900688019456,5584,0
798340744599797760,3193,0
798209839306514432,2457,10078
797971864723324932,2943,11160
797545162159308800,4679,14077
797236660651966464,6253,19225
797165961484890113,25,217
796904159865868288,8505,0
796865951799083009,1858,7427
796759840936919040,2889,11375
796563435802726400,6875,0
796484825502875648,1675,7300
796387464403357696,3961,10620
796177847564038144,13594,0
796149749086875649,13594,31010
796125600683540480,1712,4809
796116448414461957,2288,8776
796080075804475393,2198,8149
796031486298386433,3557,10434
795464331001561088,22330,47513
795400264262053889,2726,9666
795076730285391872,5182,15600
794983741416415232,3204,0
794926597468000259,2196,9852
794355576146903043,9813,0
794332329137291264,2573,9289
794205286408003585,3165,8909
793962221541933056,4662,16170
793845145112371200,1775,8906
793614319594401792,2987,0
793601777308463104,1542,7696
793500921481273345,2263,10286
793286476301799424,8717,23689
793271401113350145,2294,8396
793256262322548741,7938,19233
793241302385262592,3133,10132
793226087023144960,2756,9435
793210959003287553,2652,8599
793195938047070209,5357,14669
793180763617361921,1902,6670
793165685325201412,2663,9032
793150605191548928,1617,5942
793135492858580992,2398,6182
793120401413079041,3739,12199
792913359805018113,3768,13789
792883833364439040,4071,10888
792773781206999040,1607,7106
792394556390137856,4073,12922
792050063153438720,1697,6874
791821351946420224,20061,0
791784077045166082,9053,0
791780927877898241,3626,0
791774931465953280,21100,43325
791672322847637504,2987,11329
791406955684368384,3923,12672
791312159183634433,2410,8455
791026214425268224,3881,0
790987426131050500,2029,9451
790946055508652032,4455,16098
790723298204217344,2192,0
790698755171364864,1834,7931
790581949425475584,6762,19872
790337589677002753,1801,7565
790277117346975746,3009,12102
790227638568808452,3375,0
789986466051088384,2192,8947
789960241177853952,3903,0
789903600034189313,3934,9929
789628658055020548,1678,7210
789599242079838210,1826,6484
789530877013393408,3204,11281
789314372632018944,2174,8314
789280767834746880,4669,0
789268448748703744,2483,8794
789137962068021249,2650,9373
788908386943430656,11881,26455
788765914992902144,9813,26327
788552643979468800,6777,0
788412144018661376,5011,14937
788178268662984705,2005,6996
788150585577050112,1216,5888
788070120937619456,3261,0
788039637453406209,1250,5885
787810552592695296,2886,8275
787717603741622272,2631,9861
787397959788929025,2715,10497
787322443945877504,1649,7518
787111942498508800,6406,0
786963064373534720,7572,25654
786729988674449408,2305,0
786709082849828864,5821,17607
786664955043049472,2409,10194
786595970293370880,2982,9134
786363235746385920,3285,10442
786286427768250368,2686,7664
786233965241827333,4462,14650
786051337297522688,151,1372
786036967502913536,6606,0
785927819176054784,3040,10976
785872687017132033,1699,6443
785639753186217984,2130,7577
785533386513321988,1875,8724
785515384317313025,1190,5891
785264754247995392,1543,6987
785170936622350336,4573,11543
784826020293709826,3065,9712
784517518371221505,2393,8620
784431430411685888,1204,5511
784183165795655680,7601,19242
784057939640352768,10521,28552
783839966405230592,10222,28790
783821107061198850,1860,7085
783695101801398276,3041,10029
783466772167098368,2115,8112
783391753726550016,5176,16216
783347506784731136,5238,0
783334639985389568,11055,27921
783085703974514689,2056,7836
782969140009107456,6988,23176
782747134529531904,1337,7184
782722598790725632,5099,16548
782598640137187329,1783,7500
782305867769217024,5223,15945
782021823840026624,5837,0
781955203444699136,3185,10721
781661882474196992,2569,10026
781655249211752448,1071,3843
781524693396357120,5231,19910
781308096455073793,2419,6854
781251288990355457,1965,8057
781163403222056960,2617,9414
780931614150983680,6875,20765
780858289093574656,1899,6909
780800785462489090,1225,5261
780601303617732608,3165,11600
780543529827336192,1655,6035
780496263422808064,3477,0
780476555013349377,105,0
780459368902959104,1016,5073
780192070812196864,2119,8347
780092040432480260,2171,0
780074436359819264,4661,11589
779834332596887552,6606,18018
779377524342161408,2937,8390
779124354206535695,17238,0
779124354206535695,17238,0
779056095788752897,4280,14139
778990705243029504,6760,19031
778774459159379968,9304,0
778764940568104960,344,828
778748913645780993,1229,6571
778650543019483137,1411,5495
778624900596654080,956,4404
778408200802557953,4077,13051
778396591732486144,11506,0
778383385161035776,1032,5586
778286810187399168,3119,9911
778039087836069888,2503,8098
778027034220126208,1512,6289
777953400541634568,3316,0
777885040357281792,1538,6088
777684233540206592,2768,10770
777641927919427584,3979,0
777621514455814149,2368,8362
777189768882946048,4051,13546
776819012571455488,12837,0
776813020089548800,1136,4671
776477788987613185,2601,8389
776249906839351296,8601,0
776218204058357768,14933,28497
776201521193218049,2374,9145
776113305656188928,4099,11292
776088319444877312,142,1745
775898661951791106,15782,0
775842724423557120,2500,11214
775733305207554048,3770,13279
775729183532220416,4353,12431
775364825476165632,2770,7046
775350846108426240,3682,9717
775350846108426240,3682,9717
775085132600442880,4440,14851
774757898236878852,1682,8259
774639387460112384,1636,6449
774314403806253056,5175,20842
773985732834758656,3636,10301
773922284943896577,1647,6137
773704687002451968,1523,6324
773670353721753600,1244,5127
773547596996571136,5772,21120
773336787167145985,4758,0
773308824254029826,7056,22328
773247561583001600,3061,9035
773191612633579521,3876,9544
772877495989305348,3641,8171
772826264096874500,2232,7680
772615324260794368,3172,0
772581559778025472,1605,6209
772193107915964416,1306,5743
772152991789019136,1066,3641
772117678702071809,695,3600
772114945936949249,447,2616
772102971039580160,882,3823
771908950375665664,1781,6272
771770456517009408,3193,11461
771500966810099713,2452,7895
771380798096281600,4758,10047
771171053431250945,6986,0
771136648247640064,2748,8740
771102124360998913,1354,5955
771014301343748096,1559,6583
771014301343748096,1559,6583
770787852854652928,1124,4699
770772759874076672,1341,4954
770772759874076672,1341,4954
770655142660169732,1684,7023
770414278348247044,1961,6045
770293558247038976,1373,5919
770093767776997377,2863,0
770069151037685760,2151,7241
769940425801170949,8971,29775
769695466921623552,1586,6135
769335591808995329,7248,0
769212283578875904,1623,5146
768970937022709760,6100,13605
768909767477751808,2494,0
768855141948723200,837,3993
768609597686943744,1121,3915
768596291618299904,1209,4808
768554158521745409,5467,0
768473857036525572,3212,12967
768193404517830656,3316,10358
767884188863397888,1280,4527
767754930266464257,5044,15224
767500508068192258,2182,7153
767191397493538821,3531,11717
767122157629476866,2690,9687
767122157629476866,2690,9687
766793450729734144,1275,4818
766714921925144576,356,2489
766693177336135680,744,3838
766423258543644672,1473,5714
766313316352462849,1766,6443
766078092750233600,2461,0
766069199026450432,793,4010
766008592277377025,468,3594
765719909049503744,2029,6903
765669560888528897,1154,4936
765395769549590528,3175,25500
765371061932261376,2042,6770
765222098633691136,3172,11071
764857477905154048,1666,6157
764259802650378240,1417,5731
763956972077010945,50,738
763837565564780549,3881,11948
763183847194451968,1390,5124
763167063695355904,2812,0
763103485927849985,2159,7025
762699858130116608,3375,11541
762471784394268675,6006,10669
762464539388485633,3903,9794
762316489655476224,1039,4561
762035686371364864,14540,30226
761976711479193600,1861,5137
761750502866649088,3644,0
761745352076779520,811,4083
761672994376806400,27206,46954
761599872357261312,1113,3938
761371037149827077,16945,0
761334018830917632,1361,4919
761292947749015552,1023,4270
761227390836215808,1475,5080
761004547850530816,3261,10804
760893934457552897,906,3622
760656994973933572,1777,6259
760641137271070720,1204,4752
760539183865880579,3386,7189
760521673607086080,1302,3983
760290219849637889,10743,25472
760252756032651264,811,3761
760190180481531904,1676,5433
760153949710192640,30,0
759943073749200896,1952,5638
759943073749200896,1952,5638
759846353224826880,1837,6386
759793422261743616,1784,5668
759793422261743616,1784,5668
759557299618865152,1123,4456
759447681597108224,2305,8064
759446261539934208,458,1588
759197388317847553,1823,5787
759159934323924993,1090,0
759099523532779520,3886,13809
759047813560868866,1877,6155
758854675097526272,855,3378
758828659922702336,3610,10651
758740312047005698,1516,5444
758474966123810816,932,3600
758467244762497024,2055,4544
758405701903519748,1784,4943
758355060040593408,981,3205
758099635764359168,9304,18008
758041019896193024,345,2566
757741869644341248,3066,6513
757729163776290825,7339,0
757725642876129280,1123,4306
757611664640446465,1016,4348
757597904299253760,283,0
757596066325864448,979,4129
757400162377592832,6421,14339
757393109802180609,1610,5515
757354760399941633,1318,4271
756998049151549440,1860,5957
756939218950160384,1873,6314
756651752796094464,1209,4779
756526248105566208,3356,9852
756303284449767430,1029,3745
756288534030475264,16561,41828
756275833623502848,1433,6070
755955933503782912,2671,6924
755206590534418437,4981,15572
755110668769038337,10351,20067
754874841593970688,7367,0
754856583969079297,2344,6540
754747087846248448,483,2450
754482103782404096,1821,5015
754449512966619136,685,3554
754120377874386944,2199,7502
754120377874386944,2199,7502
753655901052166144,2030,5531
753420520834629632,3301,7459
753398408988139520,1767,5441
753375668877008896,2171,7244
753298634498793472,5298,0
753294487569522689,973,3170
753039830821511168,19487,35118
753026973505581056,891,3721
752932432744185856,6406,11948
752917284578922496,1463,6594
752701944171524096,2666,0
752682090207055872,1485,5688
752660715232722944,1452,4137
752568224206688256,2120,5199
752519690950500352,3211,6965
752334515931054080,1026,3634
752309394570878976,15107,0
752173152931807232,1702,5632
751950017322246144,850,2898
751937170840121344,1220,4896
751830394383790080,1817,5515
751793661361422336,2678,5491
751598357617971201,2872,7531
751583847268179968,1018,4164
751538714308972544,1167,4790
751456908746354688,937,3059
751251247299190784,5475,11896
751205363882532864,1698,5994
751132876104687617,1203,4799
750868782890057730,1274,4542
750719632563142656,4669,12457
750506206503038976,1072,4199
750429297815552001,3979,12468
750383411068534784,1059,4317
750381685133418496,27,676
750147208377409536,887,2957
750132105863102464,1202,3425
750117059602808832,1230,4118
750101899009982464,785,2896
750086836815486976,497,2053
750071704093859840,3089,7364
750056684286914561,840,2999
750041628174217216,576,3004
750026558547456000,730,2570
750011400160841729,834,3051
749996283729883136,765,2882
749981277374128128,2308,4836
749774190421639168,1240,4424
749417653287129088,1532,5778
749403093750648834,499,2477
749395845976588288,3212,8077
749317047558017024,2077,5171
749075273010798592,1920,5442
749064354620928000,1433,4561
749036806121881602,740,2924
748977405889503236,3175,10180
748932637671223296,2096,5484
748705597323898880,889,2627
748699167502000129,1477,4481
748692773788876800,1244,3995
748575535303884801,1842,5733
748568946752774144,625,2083
748346686624440324,1144,4935
748337862848962560,3804,7166
748324050481647620,709,3502
748307329658011649,666,3496
748220828303695873,7228,13336
747963614829678593,1987,5453
747933425676525569,2391,6257
747885874273214464,897,2758
747844099428986880,691,2668
747816857231626240,1081,4558
747651430853525504,143,1289
747648653817413632,5418,12137
747600769478692864,528,2202
747594051852075008,963,3473
747512671126323200,1499,5204
747461612269887489,966,3653
747439450712596480,1775,5105
747242308580548608,2694,0
747219827526344708,1459,4958
747204161125646336,848,3169
747103485104099331,3684,9011
746906459439529985,275,2754
746872823977771008,1982,5661
746818907684614144,1619,5016
746790600704425984,1492,4584
746757706116112384,3626,8991
746726898085036033,1666,5721
746542875601690625,1767,4759
746521445350707200,915,0
746507379341139972,1003,4402
746369468511756288,1512,5856
746131877086527488,2030,6486
746056683365994496,755,3376
745789745784041472,986,3753
745712589599014916,2161,6604
745433870967832576,2352,6651
745422732645535745,2233,8066
745314880350101504,2533,6714
745074613265149952,3241,7395
745057283344719872,2074,6853
744995568523612160,573,2790
744971049620602880,2480,7408
744709971296780288,1464,5299
744334592493166593,1966,6417
744234799360020481,71912,146784
744223424764059648,332,1551
743980027717509120,1022,3951
743895849529389061,895,3451
743835915802583040,1908,0
743609206067040256,1290,4213
743595368194129920,6047,17212
743545585370791937,877,3325
743510151680958465,3471,7512
743253157753532416,1137,3987
743222593470234624,1773,5834
743210557239623680,1259,3607
742534281772302336,3329,6646
742528092657332225,1822,4167
742465774154047488,3651,6843
742423170473463808,3477,9253
742385895052087300,1814,6394
742161199639494656,1263,4051
742150209887731712,1434,4790
741793263812808706,1401,4273
741743634094141440,2546,7667
741438259667034112,758,3470
741303864243200000,2980,8259
741099773336379392,5116,9361
741067306818797568,2863,8998
740995100998766593,2515,5937
740711788199743490,879,3191
740699697422163968,720,2692
740676976021798912,6322,17110
740373189193256964,12328,33046
740365076218183684,392,2286
740359016048689152,808,3083
740214038584557568,1812,6289
739979191639244800,5467,18783
739932936087216128,997,3821
739844404073074688,802,3581
739623569819336705,1258,3546
739606147276148736,1524,5061
739544079319588864,19575,36979
739485634323156992,2681,6677
739238157791694849,53700,108699
738891149612572673,6,94
738885046782832640,1059,3551
738883359779196928,730,3089
738537504001953792,1422,4770
738402415918125056,760,3052
738184450748633089,1127,4045
738166403467907072,3082,8209
738156290900254721,593,2327
737826014890496000,1633,4920
737800304142471168,3212,9398
737678689543020544,1223,4717
737445876994609152,4126,9612
737322739594330112,748,3370
737310737551491075,6849,13719
736736130620620800,1575,3951
736392552031657984,6777,16606
